"","name_raw","name_clean","state","jurisdiction"
"269","CENTRAL OFFICE","CENTRAL OFFICE","Idaho","state"
"270","CENTRAL OFFICE","CENTRAL OFFICE","Indiana","state"
"271","CENTRAL OFFICE","CENTRAL OFFICE","Michigan","state"
"272","CENTRAL OFFICE","CENTRAL OFFICE","Minnesota","state"
"273","CENTRAL OFFICE","CENTRAL OFFICE","Missouri","state"
"274","CENTRAL OFFICE","CENTRAL OFFICE","North Dakota","state"
"275","CENTRAL OFFICE","CENTRAL OFFICE","Pennsylvania","state"
"276","CENTRAL OFFICE","CENTRAL OFFICE","Vermont","state"
"277","CENTRAL OFFICE","CENTRAL OFFICE","Wisconsin","state"
"278","CENTURY CORRECTIONAL INSTITUTION","CENTURY CORRECTIONAL INSTITUTION","Florida","state"
"279","CFRC","CENTRAL FLORIDA RECEPTION CENTER","Florida","state"
"280","CHARLOTTE CORRECTIONAL INSTITUTION","CHARLOTTE CORRECTIONAL INSTITUTION","Florida","state"
"281","COLUMBIA CORRECTIONAL INSTITUTION","COLUMBIA CORRECTIONAL INSTITUTION","Florida","state"
"282","COLUMBIA CORRECTIONAL INSTITUTION","COLUMBIA CORRECTIONAL INSTITUTION","Wisconsin","state"
"283","COMMUNITY CORRECTIONS REGION 1","COMMUNITY CORRECTIONS REGION 1","Florida","state"
"284","COMMUNITY CORRECTIONS REGION 2","COMMUNITY CORRECTIONS REGION 2","Florida","state"
"285","COMMUNITY CORRECTIONS REGION 3","COMMUNITY CORRECTIONS REGION 3","Florida","state"
"286","COMMUNITY CORRECTIONS REGION 4","COMMUNITY CORRECTIONS REGION 4","Florida","state"
"287","CROSS CITY CORRECTIONAL INSTITUTION","CROSS CITY CORRECTIONAL INSTITUTION","Florida","state"
"288","DADE CORRECTIONAL INSTITUTION","DADE CORRECTIONAL INSTITUTION","Florida","state"
"289","DESOTO ANNEX","DESOTO ANNEX","Florida","state"
"290","EVERGLADES CORRECTIONAL INSTITUTION","EVERGLADES CORRECTIONAL INSTITUTION","Florida","state"
"291","FLORIDA STATE PRISON","FLORIDA STATE PRISON","Florida","state"
"292","FRANKLIN CORRECTIONAL INSTITUTION","FRANKLIN CORRECTIONAL INSTITUTION","Florida","state"
"293","FWRC","FLORIDA WOMENS RECEPTION CENTER","Florida","state"
"294","GADSDEN CORRECTIONAL FACILITY","GADSDEN CORRECTIONAL FACILITY","Florida","state"
"295","GADSDEN REENTRY CENTER","GADSDEN REENTRY CENTER","Florida","state"
"296","GRACEVILLE CORRECTIONAL FACILITY","GRACEVILLE CORRECTIONAL FACILITY","Florida","state"
"297","GULF CORRECTIONAL INSTITUTION","GULF CORRECTIONAL INSTITUTION","Florida","state"
"298","HAMILTON CORRECTIONAL INSTITUTION","HAMILTON CORRECTIONAL INSTITUTION","Florida","state"
"299","HARDEE CORRECTIONAL INSTITUTION","HARDEE CORRECTIONAL INSTITUTION","Florida","state"
"300","HERNANDO CORRECTIONAL INSTITUTION","HERNANDO CORRECTIONAL INSTITUTION","Florida","state"
"301","HOLMES CORRECTIONAL INSTITUTION","HOLMES CORRECTIONAL INSTITUTION","Florida","state"
"302","HOMESTEAD CORRECTIONAL INSTITUTION","HOMESTEAD CORRECTIONAL INSTITUTION","Florida","state"
"303","JACKSON CORRECTIONAL INSTITUTION","JACKSON CORRECTIONAL INSTITUTION","Florida","state"
"304","JACKSON CORRECTIONAL INSTITUTION","JACKSON CORRECTIONAL INSTITUTION","Wisconsin","state"
"305","JEFFERSON CORRECTIONAL INSTITUTION","JEFFERSON CORRECTIONAL INSTITUTION","Florida","state"
"306","LAKE CORRECTIONAL INSTITUTION","LAKE CORRECTIONAL INSTITUTION","Florida","state"
"307","LAKE CITY CORRECTIONAL FACILITY","LAKE CITY CORRECTIONAL FACILITY","Florida","state"
"308","LANCASTER CORRECTIONAL INSTITUTION","LANCASTER CORRECTIONAL INSTITUTION","Florida","state"
"309","LAWTEY CORRECTIONAL INSTITUTION","LAWTEY CORRECTIONAL INSTITUTION","Florida","state"
"310","LIBERTY CORRECTIONAL INSTITUTION","LIBERTY CORRECTIONAL INSTITUTION","Florida","state"
"311","LOWELL CORRECTIONAL INSTITUTION","LOWELL CORRECTIONAL INSTITUTION","Florida","state"
"312","MADISON CORRECTIONAL INSTITUTION","MADISON CORRECTIONAL INSTITUTION","Florida","state"
"313","MADISON CORRECTIONAL INSTITUTION","MADISON CORRECTIONAL INSTITUTION","Ohio","state"
"314","MARION CORRECTIONAL INSTITUTION","MARION CORRECTIONAL INSTITUTION","Florida","state"
"315","MARION CORRECTIONAL INSTITUTION","MARION CORRECTIONAL INSTITUTION","North Carolina","state"
"316","MARION CORRECTIONAL INSTITUTION","MARION CORRECTIONAL INSTITUTION","Ohio","state"
"317","MARTIN CORRECTIONAL INSTITUTION","MARTIN CORRECTIONAL INSTITUTION","Florida","state"
"318","MAYO ANNEX","MAYO ANNEX","Florida","state"
"319","MOORE HAVEN CORRECTIONAL FACILITY","MOORE HAVEN CORRECTIONAL FACILITY","Florida","state"
"320","NEW RIVER CORRECTIONAL INSTITUTION","NEW RIVER CORRECTIONAL INSTITUTION","Florida","state"
"321","NWFRC","NORTHWEST FLORIDA RECEPTION CENTER","Florida","state"
"322","OKALOOSA CORRECTIONAL INSTITUTION","OKALOOSA CORRECTIONAL INSTITUTION","Florida","state"
"323","OKEECHOBEE CORRECTIONAL INSTITUTION","OKEECHOBEE CORRECTIONAL INSTITUTION","Florida","state"
"324","POLK CORRECTIONAL INSTITUTION","POLK CORRECTIONAL INSTITUTION","Florida","state"
"325","POLK CORRECTIONAL INSTITUTION","POLK CORRECTIONAL INSTITUTION","North Carolina","state"
"326","PUTNAM CORRECTIONAL INSTITUTION","PUTNAM CORRECTIONAL INSTITUTION","Florida","state"
"327","RMC","RECEPTION MEDICAL CENTER","Florida","state"
"328","SANTA ROSA CORRECTIONAL INSTITUTION","SANTA ROSA CORRECTIONAL INSTITUTION","Florida","state"
"329","SFRC","SOUTH FLORIDA RECEPTION CENTER","Florida","state"
"330","SOUTH BAY CORRECTIONAL FACILITY GEO GROUP","SOUTH BAY CORRECTIONAL FACILITY","Florida","state"
"331","SUMTER CORRECTIONAL INSTITUTION","SUMTER CORRECTIONAL INSTITUTION","Florida","state"
"332","SUWANNEE CORRECTIONAL INSTITUTION","SUWANNEE CORRECTIONAL INSTITUTION","Florida","state"
"333","TAYLOR CORRECTIONAL INSTITUTION","TAYLOR CORRECTIONAL INSTITUTION","Florida","state"
"334","TOMOKA CORRECTIONAL INSTITUTION","TOMOKA CORRECTIONAL INSTITUTION","Florida","state"
"335","UNION CORRECTIONAL INSTITUTION","UNION CORRECTIONAL INSTITUTION","Florida","state"
"336","WAKULLA CORRECTIONAL INSTITUTION","WAKULLA CORRECTIONAL INSTITUTION","Florida","state"
"337","WALTON CORRECTIONAL INSTITUTION","WALTON CORRECTIONAL INSTITUTION","Florida","state"
"338","ZEPHYRHILLS CORRECTIONAL INSTITUTION","ZEPHYRHILLS CORRECTIONAL INSTITUTION","Florida","state"
"339","ATLANTA UNITED STATES PENITENTIARY","ATLANTA UNITED STATES PENITENTIARY","Georgia","federal"
"340","D RAY JAMES CORRECTIONAL INSTITUTION","D RAY JAMES CORRECTIONAL INSTITUTION","Georgia","federal"
"341","MCRAE CORRECTIONAL INSTITUTION","MCRAE CORRECTIONAL INSTITUTION","Georgia","federal"
"342","SOUTHEAST RO","SOUTHEAST REGIONAL OFFICE","Georgia","federal"
"343","APPLING ITF","APPLING INTEGRATED TREATMENT FACILITY","Georgia","state"
"344","ASMP","AUGUSTA STATE MEDICAL PRISON","Georgia","state"
"345","ATLANTA TC","ATLANTA TRANSITIONAL CENTER","Georgia","state"
"346","AUGUSTA TC","AUGUSTA TRANSITIONAL CENTER","Georgia","state"
"347","AUTRY STATE PRISON","AUTRY STATE PRISON","Georgia","state"
"348","BACON PDC","BACON PROBATION DETENTION CENTER","Georgia","state"
"349","BAINBRIDGE PSAT","BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT","Georgia","state"
"350","BALDWIN STATE PRISON","BALDWIN STATE PRISON","Georgia","state"
"351","BLECKLEY PSATC","BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER","Georgia","state"
"352","BULLOCH COUNTY CORRECTIONAL INSTITUTION","BULLOCH COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"353","BURRUSS CTC","BURRUSS CORRECTIONAL TRAINING CENTER","Georgia","state"
"354","CALHOUN STATE PRISON","CALHOUN STATE PRISON","Georgia","state"
"355","CARROLL COUNTY CORRECTIONAL INSTITUTION","CARROLL COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"356","CENTRAL STATE PRISON","CENTRAL STATE PRISON","Georgia","state"
"357","CLARKE COUNTY CORRECTIONAL INSTITUTION","CLARKE COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"358","CLAYTON COUNTY CORRECTIONAL INSTITUTION","CLAYTON COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"359","CLAYTON TC","CLAYTON TRANSITIONAL CENTER","Georgia","state"
"360","COASTAL STATE PRISON","COASTAL STATE PRISON","Georgia","state"
"361","COFFEE CORRECTIONAL FACILITY","COFFEE CORRECTIONAL FACILITY","Georgia","state"
"362","COLQUITT COUNTY CORRECTIONAL INSTITUTION","COLQUITT COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"363","COLUMBUS TC","COLUMBUS TRANSITIONAL CENTER","Georgia","state"
"364","COLWELL PROBATION DETENTION CENTER","COLWELL PROBATION DETENTION CENTER","Georgia","state"
"365","COWETA COUNTY CORRECTIONAL INSTITUTION","COWETA COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"366","DECATUR COUNTY CORRECTIONAL INSTITUTION","DECATUR COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"367","DODGE STATE PRISON","DODGE STATE PRISON","Georgia","state"
"368","DOOLY STATE PRISON","DOOLY STATE PRISON","Georgia","state"
"369","EFFINGHAM COUNTY CORRECTIONAL INSTITUTION","EFFINGHAM COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"370","EMANUEL PROBATION DETENTION CENTER","EMANUEL PROBATION DETENTION CENTER","Georgia","state"
"371","EMANUEL WOMENS FACILITY","EMANUEL WOMENS FACILITY","Georgia","state"
"372","FLOYD COUNTY CORRECTIONAL INSTITUTION","FLOYD COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"373","GDCP","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON","Georgia","state"
"374","GDCP SMU","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON SPECIAL MANAGEMENT UNIT","Georgia","state"
"375","GEORGIA STATE PRISON","GEORGIA STATE PRISON","Georgia","state"
"376","GWINNETT COUNTY CORRECTIONAL INSTITUTION","GWINNETT COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"377","HALL COUNTY CORRECTIONAL INSTITUTION","HALL COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"378","HANCOCK STATE PRISON","HANCOCK STATE PRISON","Georgia","state"
"379","HARRIS COUNTY CORRECTIONAL INSTITUTION","HARRIS COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"380","HAYS STATE PRISON","HAYS STATE PRISON","Georgia","state"
"381","HELMS FACILITY","HELMS FACILITY","Georgia","state"
"382","HUDSON TC","HUDSON TRANSITIONAL CENTER","Georgia","state"
"383","JACKSON COUNTY CORRECTIONAL INSTITUTION","JACKSON COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"384","JEFFERSON COUNTY CORRECTIONAL INSTITUTION","JEFFERSON COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"385","JENKINS CORRECTIONAL CENTER","JENKINS CORRECTIONAL CENTER","Georgia","state"
"386","JOHNSON STATE PRISON","JOHNSON STATE PRISON","Georgia","state"
"387","LEE ARRENDALE STATE PRISON","LEE ARRENDALE STATE PRISON","Georgia","state"
"388","LEE ARRENDALE TC","LEE ARRENDALE TRANSITIONAL CENTER","Georgia","state"
"389","LEE STATE PRISON","LEE STATE PRISON","Georgia","state"
"390","LONG UNIT","LONG UNIT","Georgia","state"
"391","MACON STATE PRISON","MACON STATE PRISON","Georgia","state"
"392","MACON TC","MACON TRANSITIONAL CENTER","Georgia","state"
"393","MCEVER PDC","MCEVER PDC","Georgia","state"
"394","METRO REENTRY FACILITY","METRO REENTRY FACILITY","Georgia","state"
"395","METRO TC","METRO TRANSITIONAL CENTER","Georgia","state"
"396","MITCHELL COUNTY CORRECTIONAL INSTITUTION","MITCHELL COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"397","MONTGOMERY STATE PRISON","MONTGOMERY STATE PRISON","Georgia","state"
"398","MUSCOGEE COUNTY CORRECTIONAL INSTITUTION","MUSCOGEE COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"399","NORTHWEST RSAT","NORTHWEST RESIDENTIAL SUBSTANCE ABUSE TREATMENT","Georgia","state"
"400","PATTEN PDC","PATTEN PROBATION DETENTION CENTER","Georgia","state"
"401","PAULDING RSAT","PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT","Georgia","state"
"402","PHILLIPS STATE PRISON","PHILLIPS STATE PRISON","Georgia","state"
"403","PHILLIPS TC","PHILLIPS TRANSITIONAL CENTER","Georgia","state"
"404","PULASKI STATE PRISON","PULASKI STATE PRISON","Georgia","state"
"405","RICHMOND COUNTY CORRECTIONAL INSTITUTION","RICHMOND COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"406","RIVERBEND CORRECTIONAL FACILITY","RIVERBEND CORRECTIONAL FACILITY","Georgia","state"
"407","ROGERS STATE PRISON","ROGERS STATE PRISON","Georgia","state"
"408","RUTLEDGE STATE PRISON","RUTLEDGE STATE PRISON","Georgia","state"
"409","SCREVEN COUNTY CORRECTIONAL INSTITUTION","SCREVEN COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"410","SMITH STATE PRISON","SMITH STATE PRISON","Georgia","state"
"411","SMITH TC","SMITH TRANSITIONAL CENTER","Georgia","state"
"412","SPALDING COUNTY CORRECTIONAL INSTITUTION","SPALDING COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"413","SUMTER COUNTY CORRECTIONAL INSTITUTION","SUMTER COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"414","TELFAIR STATE PRISON","TELFAIR STATE PRISON","Georgia","state"
"415","TERRELL COUNTY CORRECTIONAL INSTITUTION","TERRELL COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"416","TREUTLEN PDC","TREUTLEN PROBATION DETENTION CENTER","Georgia","state"
"417","TURNER RSAT","TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT","Georgia","state"
"418","VALDOSTA STATE PRISON","VALDOSTA STATE PRISON","Georgia","state"
"419","VALDOSTA TC","VALDOSTA TRANSITIONAL CENTER","Georgia","state"
"420","WALKER STATE PRISON","WALKER STATE PRISON","Georgia","state"
"421","WARE STATE PRISON","WARE STATE PRISON","Georgia","state"
"422","WASHINGTON STATE PRISON","WASHINGTON STATE PRISON","Georgia","state"
"423","WEST CENTRAL ITF","WEST CENTRAL INTEGRATED TREATMENT FACILITY","Georgia","state"
"424","WHEELER CORRECTIONAL FACILITY","WHEELER CORRECTIONAL FACILITY","Georgia","state"
"425","WHITWORTH WOMEN'S FACILITY","WHITWORTH WOMENS FACILITY","Georgia","state"
"426","WILCOX STATE PRISON","WILCOX STATE PRISON","Georgia","state"
"427","WOMENS PDC","WOMENS PROBATION DETENTION CENTER","Georgia","state"
"428","HONOLULU FEDERAL DETENTION CENTER","HONOLULU FEDERAL DETENTION CENTER","Hawaii","federal"
"429","HCCC","HAWAII COMMUNITY CORRECTIONAL CENTER","Hawaii","state"
"430","HCF","HALAWA CORRECTIONAL FACILITY","Hawaii","state"
"431","KCCC","KAUAI COMMUNITY CORRECTIONAL CENTER","Hawaii","state"
"432","KCF","KULANI CORRECTIONAL FACILITY","Hawaii","state"
"433","MCCC","MAUI COMMUNITY CORRECTIONAL CENTER","Hawaii","state"
"434","OCCC","OHAU COMMUNITY CORRECTIONAL CENTER","Hawaii","state"
"435","SAGUARO","SAGUARO CORRECTIONAL CENTER","Hawaii","state"
"436","WCCC","WOMENS COMMUNITY CORRECTIONAL CENTER","Hawaii","state"
"437","WCF","WAIAWA CORRECTIONAL FACILITY","Hawaii","state"
"438","DISTRICT 1","DISTRICT 1","Idaho","state"
"439","DISTRICT 3","DISTRICT 3","Idaho","state"
"440","DISTRICT 4","DISTRICT 4","Idaho","state"
"441","DISTRICT 5","DISTRICT 5","Idaho","state"
"442","DISTRICT 6","DISTRICT 6","Idaho","state"
"443","DISTRICT 7","DISTRICT 7","Idaho","state"
"444","EBCRC","EAST BOISE COMMUNITY REENTRY CENTER","Idaho","state"
"445","ICIO","IDAHO CORRECTIONAL INSTITUTION OROFINO","Idaho","state"
"446","IFCRC","IDAHO FALLS COMMUNITY REENTRY CENTER","Idaho","state"
"447","IMSI","IDAHO MAXIMUM SECURITY INSTIUTION","Idaho","state"
"448","ISCC","IDAHO STATE CORRECTIONAL CENTER","Idaho","state"
"449","ISCI","IDAHO STATE CORRECTIONAL INSTITUTION","Idaho","state"
"450","NAMPA CRC","NAMPA COMMUNITY REENTRY CENTER","Idaho","state"
"451","NICI","NORTH IDAHO CORRRECTIONAL INSTIUTION","Idaho","state"
"452","PWCC","POCATELLO WOMENS CORRECTIONAL CENTER","Idaho","state"
"453","SAWC","SAINT ANTHONY WORK CAMP","Idaho","state"
"454","SBWCC","SOUTH BOISE WOMENS CORRECTIONAL CENTER","Idaho","state"
"455","SICI","SOUTH IDAHO CORRECTIONAL INSTIUTION","Idaho","state"
"456","TVCRC","TREASURE VALLEY COMMUNITY REENTRY CENTER","Idaho","state"
"457","COOK COUNTY JAIL","COOK COUNTY JAIL","Illinois","county"
"458","ALPHA HOUSE OF SPRINGFIELD","ALPHA HOUSE OF SPRINGFIELD","Illinois","federal"
"459","CHICAGO MCC","CHICAGO METROPOLITAN CORRECTIONAL CENTER","Illinois","federal"
"460","GREENVILLE FEDERAL CORRECTIONAL INSTITUTION","GREENVILLE FEDERAL CORRECTIONAL CENTER","Illinois","federal"
"461","MARION UNITED STATES PENITENTIARY","MARION UNITED STATES PENITENTIARY","Illinois","federal"
"462","PEKIN FEDERAL CORRECTIONAL INSTITUTION","PEKIN FEDERAL CORRECTIONAL INSTITUTION","Illinois","federal"
"463","THOMSON UNITED STATES PENITENTIARY","THOMSON UNITED STATES PENITENTIARY","Illinois","federal"
"464","BIG MUDDY RIVER","BIG MUDDY RIVER CORRECTIONAL CENTER","Illinois","state"
"465","CENTRALIA","CENTRALIA CORRECTIONAL CENTER","Illinois","state"
"466","CROSSROADS ATC","CROSSROADS ADULT TRANSITION CENTER","Illinois","state"
"467","DANVILLE","DANVILLE CORRECTIONAL CENTER","Illinois","state"
"468","DECATUR","DECATUR CORRECTIONAL CENTER","Illinois","state"
"469","DIXON CORRECTIONAL INSTITUTION","DIXON CORRECTIONAL INSTITUTION","Illinois","state"
"470","DIXON CORRECTIONAL INSTITUTION","DIXON CORRECTIONAL INSTITUTION","Louisiana","state"
"471","EAST MOLINE","EAST MOLINE CORRECTIONAL CENTER","Illinois","state"
"472","ELGIN TREATMENT CENTER","ELGIN TREATMENT CENTER","Illinois","state"
"473","FOX VALLEY ATC","FOX VALLEY ADULT TRANSITION CENTER","Illinois","state"
"474","GENERAL OFFICE","GENERAL OFFICE","Illinois","state"
"475","GRAHAM","GRAHAM CORRECTIONAL CENTER","Illinois","state"
"476","HILL","HILL CORRECTIONAL CENTER","Illinois","state"
"477","ILLINOIS RIVER","ILLINOIS RIVER CORRECTIONAL CENTER","Illinois","state"
"478","JACKSONVILLE","JACKSONVILLE CORRECTIONAL CENTER","Illinois","state"
"479","JOLIET TREATMENT CENTER","JOLIET TREATMENT CENTER","Illinois","state"
"480","KEWANEE LSRC","KEWANEE LIFE SKILLS REENTRY CENTER","Illinois","state"
"481","LAWRENCE","LAWRENCE CORRECTIONAL CENTER","Illinois","state"
"482","LINCOLN","LINCOLN CORRECTIONAL CENTER","Illinois","state"
"483","LINCOLN","LINCOLN CORRECTIONAL CENTER","North Carolina","state"
"484","LOGAN","LOGAN CORRECTIONAL CENTER","Illinois","state"
"485","MENARD","MENARD CORRECTIONAL CENTER","Illinois","state"
"486","MURPHYSBORO","MURPHYSBORO CORRECTIONAL CENTER","Illinois","state"
"487","NORTH LAWNDALE ATC","NORTH LAWNDALE ADULT TRANSITION CENTER","Illinois","state"
"488","PAROLE","PAROLE","Illinois","state"
"489","PAROLE","PAROLE","Pennsylvania","state"
"490","PEORIA ATC","PEORIA ADULT TRANSITION CENTER","Illinois","state"
"491","PINCKNEYVILLE","PINCKNEYVILLE CORRECTIONAL CENTER","Illinois","state"
"492","PITTSFIELD WORK CAMP","PITTSFIELD WORK CAMP","Illinois","state"
"493","PONTIAC","PONTIAC CORRECTIONAL CENTER","Illinois","state"
"494","ROBINSON","ROBINSON CORRECTIONAL CENTER","Illinois","state"
"495","SHAWNEE","SHAWNEE CORRECTIONAL CENTER","Illinois","state"
"496","SHERIDAN","SHERIDAN CORRECTIONAL CENTER","Illinois","state"
"497","SOUTHWESTERN IL","SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER","Illinois","state"
"498","STATEVILLE","STATEVILLE CORRECTIONAL CENTER","Illinois","state"
"499","STATEVILLE NRC","STATEVILLE NORTHERN RECEPTION AND CLASSIFICATION CENTER","Illinois","state"
"500","TAYLORVILLE","TAYLORVILLE CORRECTIONAL CENTER","Illinois","state"
"501","VANDALIA","VANDALIA CORRECTIONAL CENTER","Illinois","state"
"502","VIENNA","VIENNA CORRECTIONAL CENTER","Illinois","state"
"503","WESTERN IL","WESTERN ILLINOIS CORRECTIONAL CENTER","Illinois","state"
"504","TERRE HAUTE FEDERAL CORRECTIONAL INSTITUTION","TERRE HAUTE FEDERAL CORRECTIONAL INSTITUTION","Indiana","federal"
"505","TERRE HAUTE UNITED STATES PENITENTIARY","TERRE HAUTE UNITED STATES PENITENTIARY","Indiana","federal"
"506","VOLUNEERS OF AMERICA INC RESIDENTIAL REENTRY CENTER INDIANAPOLIS","VOLUNEERS OF AMERICA INC RESIDENTIAL REENTRY CENTER INDIANAPOLIS","Indiana","federal"
"507","BRANCHVILLE BTC","BRANCHVILLE CORRECTIONAL FACILITY","Indiana","state"
"508","CHAIN OLAKES COL","CHAIN OLAKES CORRECTIONAL FACILITY","Indiana","state"
"509","CORRECTIONAL INDUSTRIAL CORRECTIONAL INSTITUTIONF","CORRECTIONAL INDUSTRIAL FACILITY","Indiana","state"
"510","EDINBURGH JCU","EDINBURGH CORRECTIONAL FACILITY","Indiana","state"
"511","HERITAGE TRAIL CORRECTIONAL FACILITY","HERITAGE TRAIL CORRECTIONAL FACILITY","Indiana","state"
"512","INDIANA STATE PRISON ISP","INDIANA STATE PRISON","Indiana","state"
"513","INDIANA WOMENS PRISON IWP","INDIANA WOMENS PRISON","Indiana","state"
"514","LAPORTE JUVENILE LPJ","LAPORTE JUVENILE CORRECTIONAL FACILITY","Indiana","state"
"515","LOGANSPORT LJCF","LOGANSPORT JUVENILE CORRECTIONAL FACILITY","Indiana","state"
"516","MADISON MCU","MADISON CORRECTIONAL FACILITY","Indiana","state"
"517","MIAMI MCF","MIAMI CORRECTIONAL FACILITY","Indiana","state"
"518","NEW CASTLE NCCF","NEW CASTLE CORRECTIONAL FACILITY","Indiana","state"
"519","PENDLETON ISR","PENDLETON CORRECTIONAL FACILITY","Indiana","state"
"520","PENDLETON JUVENILE PNJ","PENDLETON JUVENILE CORRECTIONAL FACILITY","Indiana","state"
"521","PLAINFIELD IYC","PLAINFIELD CORRECTIONAL FACILITY","Indiana","state"
"522","PUTNAMVILLE ISF","PUTNAMVILLE CORRECTIONAL FACILITY","Indiana","state"
"523","RECEPTION DIAGNOSTIC RDC","RECEPTION AND DIAGNOSTIC CENTER","Indiana","state"
"524","ROCKVILLE RTC","ROCKVILLE CORRECTIONAL FACILITY","Indiana","state"
"525","SOUTH BEND SBWC","SOUTH BEND REENTRY CENTER","Indiana","state"
"526","WABASH VALLEY WVCF","WABASH VALLEY CORRECTIONAL FACILITY","Indiana","state"
"527","WESTVILLE WCC","WESTVILLE CORRECTIONAL FACILITY","Indiana","state"
"528","POLK COUNTY JAIL","POLK COUNTY JAIL","Iowa","county"
"529","ANAMOSA","ANAMOSA STATE PENITENTIARY","Iowa","state"
"530","CLARINDA","CLARINDA CORRECTIONAL FACILITY","Iowa","state"
