Name.Raw,Name.Clean,State,Jurisdiction,Is.Federal
HERNANDO CORRECTIONAL INSTITUTION,HERNANDO CORRECTIONAL INSTITUTION,Florida,state,0
HOLMES CORRECTIONAL INSTITUTION,HOLMES CORRECTIONAL INSTITUTION,Florida,state,0
HOMESTEAD CORRECTIONAL INSTITUTION,HOMESTEAD CORRECTIONAL INSTITUTION,Florida,state,0
JACKSON CORRECTIONAL INSTITUTION,JACKSON CORRECTIONAL INSTITUTION,Florida,state,0
JEFFERSON CORRECTIONAL INSTITUTION,JEFFERSON CORRECTIONAL INSTITUTION,Florida,state,0
LAKE CORRECTIONAL INSTITUTION,LAKE CORRECTIONAL INSTITUTION,Florida,state,0
LAKE CITY CORRECTIONAL FACILITY,LAKE CITY CORRECTIONAL FACILITY,Florida,state,0
LANCASTER CORRECTIONAL INSTITUTION,LANCASTER CORRECTIONAL INSTITUTION,Florida,state,0
LAWTEY CORRECTIONAL INSTITUTION,LAWTEY CORRECTIONAL INSTITUTION,Florida,state,0
LIBERTY CORRECTIONAL INSTITUTION,LIBERTY CORRECTIONAL INSTITUTION,Florida,state,0
LOWELL CORRECTIONAL INSTITUTION,LOWELL CORRECTIONAL INSTITUTION,Florida,state,0
MADISON CORRECTIONAL INSTITUTION,MADISON CORRECTIONAL INSTITUTION,Florida,state,0
MARION CORRECTIONAL INSTITUTION,MARION CORRECTIONAL INSTITUTION,Florida,state,0
MARTIN CORRECTIONAL INSTITUTION,MARTIN CORRECTIONAL INSTITUTION,Florida,state,0
MAYO ANNEX,MAYO ANNEX,Florida,state,0
MOORE HAVEN CORRECTIONAL FACILITY,MOORE HAVEN CORRECTIONAL FACILITY,Florida,state,0
NEW RIVER CORRECTIONAL INSTITUTION,NEW RIVER CORRECTIONAL INSTITUTION,Florida,state,0
NWFRC,NORTHWEST FLORIDA RECEPTION CENTER,Florida,state,0
OKALOOSA CORRECTIONAL INSTITUTION,OKALOOSA CORRECTIONAL INSTITUTION,Florida,state,0
OKEECHOBEE CORRECTIONAL INSTITUTION,OKEECHOBEE CORRECTIONAL INSTITUTION,Florida,state,0
POLK CORRECTIONAL INSTITUTION,POLK CORRECTIONAL INSTITUTION,Florida,state,0
PUTNAM CORRECTIONAL INSTITUTION,PUTNAM CORRECTIONAL INSTITUTION,Florida,state,0
RMC,RECEPTION MEDICAL CENTER,Florida,state,0
SANTA ROSA CORRECTIONAL INSTITUTION,SANTA ROSA CORRECTIONAL INSTITUTION,Florida,state,0
SFRC,SOUTH FLORIDA RECEPTION CENTER,Florida,state,0
SOUTH BAY CORRECTIONAL FACILITY GEO GROUP,SOUTH BAY CORRECTIONAL FACILITY,Florida,state,0
SUMTER CORRECTIONAL INSTITUTION,SUMTER CORRECTIONAL INSTITUTION,Florida,state,0
SUWANNEE CORRECTIONAL INSTITUTION,SUWANNEE CORRECTIONAL INSTITUTION,Florida,state,0
TAYLOR CORRECTIONAL INSTITUTION,TAYLOR CORRECTIONAL INSTITUTION,Florida,state,0
TOMOKA CORRECTIONAL INSTITUTION,TOMOKA CORRECTIONAL INSTITUTION,Florida,state,0
UNION CORRECTIONAL INSTITUTION,UNION CORRECTIONAL INSTITUTION,Florida,state,0
WAKULLA CORRECTIONAL INSTITUTION,WAKULLA CORRECTIONAL INSTITUTION,Florida,state,0
WALTON CORRECTIONAL INSTITUTION,WALTON CORRECTIONAL INSTITUTION,Florida,state,0
ZEPHYRHILLS CORRECTIONAL INSTITUTION,ZEPHYRHILLS CORRECTIONAL INSTITUTION,Florida,state,0
ATLANTA UNITED STATES PENITENTIARY,ATLANTA UNITED STATES PENITENTIARY,Georgia,federal,1
D RAY JAMES CORRECTIONAL INSTITUTION,D RAY JAMES CORRECTIONAL INSTITUTION,Georgia,federal,1
MCRAE CORRECTIONAL INSTITUTION,MCRAE CORRECTIONAL INSTITUTION,Georgia,federal,1
SOUTHEAST RO,SOUTHEAST REGIONAL OFFICE,Georgia,federal,1
APPLING ITF,APPLING INTEGRATED TREATMENT FACILITY,Georgia,state,0
ASMP,AUGUSTA STATE MEDICAL PRISON,Georgia,state,0
ATLANTA TC,ATLANTA TRANSITIONAL CENTER,Georgia,state,0
AUGUSTA TC,AUGUSTA TRANSITIONAL CENTER,Georgia,state,0
AUTRY STATE PRISON,AUTRY STATE PRISON,Georgia,state,0
BACON PDC,BACON PROBATION DETENTION CENTER,Georgia,state,0
BAINBRIDGE PSAT,BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT,Georgia,state,0
BALDWIN STATE PRISON,BALDWIN STATE PRISON,Georgia,state,0
BLECKLEY PSATC,BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER,Georgia,state,0
BULLOCH COUNTY CORRECTIONAL INSTITUTION,BULLOCH COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
BURRUSS CTC,BURRUSS CORRECTIONAL TRAINING CENTER,Georgia,state,0
CALHOUN STATE PRISON,CALHOUN STATE PRISON,Georgia,state,0
CARROLL COUNTY CORRECTIONAL INSTITUTION,CARROLL COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
CENTRAL STATE PRISON,CENTRAL STATE PRISON,Georgia,state,0
CLARKE COUNTY CORRECTIONAL INSTITUTION,CLARKE COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
CLAYTON COUNTY CORRECTIONAL INSTITUTION,CLAYTON COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
CLAYTON TC,CLAYTON TRANSITIONAL CENTER,Georgia,state,0
COASTAL STATE PRISON,COASTAL STATE PRISON,Georgia,state,0
COFFEE CORRECTIONAL FACILITY,COFFEE CORRECTIONAL FACILITY,Georgia,state,0
COLQUITT COUNTY CORRECTIONAL INSTITUTION,COLQUITT COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
COLUMBUS TC,COLUMBUS TRANSITIONAL CENTER,Georgia,state,0
COLWELL PROBATION DETENTION CENTER,COLWELL PROBATION DETENTION CENTER,Georgia,state,0
COWETA COUNTY CORRECTIONAL INSTITUTION,COWETA COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
DECATUR COUNTY CORRECTIONAL INSTITUTION,DECATUR COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
DODGE STATE PRISON,DODGE STATE PRISON,Georgia,state,0
DOOLY STATE PRISON,DOOLY STATE PRISON,Georgia,state,0
EFFINGHAM COUNTY CORRECTIONAL INSTITUTION,EFFINGHAM COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
EMANUEL PROBATION DETENTION CENTER,EMANUEL PROBATION DETENTION CENTER,Georgia,state,0
EMANUEL WOMENS FACILITY,EMANUEL WOMENS FACILITY,Georgia,state,0
FLOYD COUNTY CORRECTIONAL INSTITUTION,FLOYD COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
GDCP,GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON,Georgia,state,0
GDCP SMU,GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON SPECIAL MANAGEMENT UNIT,Georgia,state,0
GEORGIA STATE PRISON,GEORGIA STATE PRISON,Georgia,state,0
GWINNETT COUNTY CORRECTIONAL INSTITUTION,GWINNETT COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
HALL COUNTY CORRECTIONAL INSTITUTION,HALL COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
HANCOCK STATE PRISON,HANCOCK STATE PRISON,Georgia,state,0
HARRIS COUNTY CORRECTIONAL INSTITUTION,HARRIS COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
HAYS STATE PRISON,HAYS STATE PRISON,Georgia,state,0
HELMS FACILITY,HELMS FACILITY,Georgia,state,0
HUDSON TC,HUDSON TRANSITIONAL CENTER,Georgia,state,0
JACKSON COUNTY CORRECTIONAL INSTITUTION,JACKSON COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
JEFFERSON COUNTY CORRECTIONAL INSTITUTION,JEFFERSON COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
JENKINS CORRECTIONAL CENTER,JENKINS CORRECTIONAL CENTER,Georgia,state,0
JOHNSON STATE PRISON,JOHNSON STATE PRISON,Georgia,state,0
LEE ARRENDALE STATE PRISON,LEE ARRENDALE STATE PRISON,Georgia,state,0
LEE ARRENDALE TC,LEE ARRENDALE TRANSITIONAL CENTER,Georgia,state,0
LEE STATE PRISON,LEE STATE PRISON,Georgia,state,0
LONG UNIT,LONG UNIT,Georgia,state,0
MACON STATE PRISON,MACON STATE PRISON,Georgia,state,0
MACON TC,MACON TRANSITIONAL CENTER,Georgia,state,0
MCEVER PDC,MCEVER PDC,Georgia,state,0
METRO REENTRY FACILITY,METRO REENTRY FACILITY,Georgia,state,0
METRO TC,METRO TRANSITIONAL CENTER,Georgia,state,0
MITCHELL COUNTY CORRECTIONAL INSTITUTION,MITCHELL COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
MONTGOMERY STATE PRISON,MONTGOMERY STATE PRISON,Georgia,state,0
MUSCOGEE COUNTY CORRECTIONAL INSTITUTION,MUSCOGEE COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
NORTHWEST RSAT,NORTHWEST RESIDENTIAL SUBSTANCE ABUSE TREATMENT,Georgia,state,0
PATTEN PDC,PATTEN PROBATION DETENTION CENTER,Georgia,state,0
PAULDING RSAT,PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT,Georgia,state,0
PHILLIPS STATE PRISON,PHILLIPS STATE PRISON,Georgia,state,0
PHILLIPS TC,PHILLIPS TRANSITIONAL CENTER,Georgia,state,0
PULASKI STATE PRISON,PULASKI STATE PRISON,Georgia,state,0
RICHMOND COUNTY CORRECTIONAL INSTITUTION,RICHMOND COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
RIVERBEND CORRECTIONAL FACILITY,RIVERBEND CORRECTIONAL FACILITY,Georgia,state,0
ROGERS STATE PRISON,ROGERS STATE PRISON,Georgia,state,0
RUTLEDGE STATE PRISON,RUTLEDGE STATE PRISON,Georgia,state,0
SCREVEN COUNTY CORRECTIONAL INSTITUTION,SCREVEN COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
SMITH STATE PRISON,SMITH STATE PRISON,Georgia,state,0
SMITH TC,SMITH TRANSITIONAL CENTER,Georgia,state,0
SPALDING COUNTY CORRECTIONAL INSTITUTION,SPALDING COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
SUMTER COUNTY CORRECTIONAL INSTITUTION,SUMTER COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
TELFAIR STATE PRISON,TELFAIR STATE PRISON,Georgia,state,0
TERRELL COUNTY CORRECTIONAL INSTITUTION,TERRELL COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
TREUTLEN PDC,TREUTLEN PROBATION DETENTION CENTER,Georgia,state,0
TURNER RSAT,TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT,Georgia,state,0
VALDOSTA STATE PRISON,VALDOSTA STATE PRISON,Georgia,state,0
VALDOSTA TC,VALDOSTA TRANSITIONAL CENTER,Georgia,state,0
WALKER STATE PRISON,WALKER STATE PRISON,Georgia,state,0
WARE STATE PRISON,WARE STATE PRISON,Georgia,state,0
WASHINGTON STATE PRISON,WASHINGTON STATE PRISON,Georgia,state,0
WEST CENTRAL ITF,WEST CENTRAL INTEGRATED TREATMENT FACILITY,Georgia,state,0
WHEELER CORRECTIONAL FACILITY,WHEELER CORRECTIONAL FACILITY,Georgia,state,0
WHITWORTH WOMEN'S FACILITY,WHITWORTH WOMENS FACILITY,Georgia,state,0
WILCOX STATE PRISON,WILCOX STATE PRISON,Georgia,state,0
WOMENS PDC,WOMENS PROBATION DETENTION CENTER,Georgia,state,0
HONOLULU FEDERAL DETENTION CENTER,HONOLULU FEDERAL DETENTION CENTER,Hawaii,federal,1
HCCC,HAWAII COMMUNITY CORRECTIONAL CENTER,Hawaii,state,0
HCF,HALAWA CORRECTIONAL FACILITY,Hawaii,state,0
KCCC,KAUAI COMMUNITY CORRECTIONAL CENTER,Hawaii,state,0
KCF,KULANI CORRECTIONAL FACILITY,Hawaii,state,0
MCCC,MAUI COMMUNITY CORRECTIONAL CENTER,Hawaii,state,0
OCCC,OHAU COMMUNITY CORRECTIONAL CENTER,Hawaii,state,0
SAGUARO,SAGUARO CORRECTIONAL CENTER,Hawaii,state,0
WCCC,WOMENS COMMUNITY CORRECTIONAL CENTER,Hawaii,state,0
WCF,WAIAWA CORRECTIONAL FACILITY,Hawaii,state,0
DISTRICT 1,DISTRICT 1,Idaho,state,0
DISTRICT 3,DISTRICT 3,Idaho,state,0
DISTRICT 4,DISTRICT 4,Idaho,state,0
DISTRICT 5,DISTRICT 5,Idaho,state,0
DISTRICT 6,DISTRICT 6,Idaho,state,0
DISTRICT 7,DISTRICT 7,Idaho,state,0
EBCRC,EAST BOISE COMMUNITY REENTRY CENTER,Idaho,state,0
ICIO,IDAHO CORRECTIONAL INSTITUTION OROFINO,Idaho,state,0
IFCRC,IDAHO FALLS COMMUNITY REENTRY CENTER,Idaho,state,0
IMSI,IDAHO MAXIMUM SECURITY INSTIUTION,Idaho,state,0
ISCC,IDAHO STATE CORRECTIONAL CENTER,Idaho,state,0
ISCI,IDAHO STATE CORRECTIONAL INSTITUTION,Idaho,state,0
NAMPA CRC,NAMPA COMMUNITY REENTRY CENTER,Idaho,state,0
NICI,NORTH IDAHO CORRRECTIONAL INSTIUTION,Idaho,state,0
PWCC,POCATELLO WOMENS CORRECTIONAL CENTER,Idaho,state,0
SAWC,SAINT ANTHONY WORK CAMP,Idaho,state,0
SBWCC,SOUTH BOISE WOMENS CORRECTIONAL CENTER,Idaho,state,0
SICI,SOUTH IDAHO CORRECTIONAL INSTIUTION,Idaho,state,0
TVCRC,TREASURE VALLEY COMMUNITY REENTRY CENTER,Idaho,state,0
COOK COUNTY JAIL,COOK COUNTY JAIL,Illinois,county,0
ALPHA HOUSE OF SPRINGFIELD,ALPHA HOUSE OF SPRINGFIELD,Illinois,federal,1
CHICAGO MCC,CHICAGO METROPOLITAN CORRECTIONAL CENTER,Illinois,federal,1
GREENVILLE FEDERAL CORRECTIONAL INSTITUTION,GREENVILLE FEDERAL CORRECTIONAL CENTER,Illinois,federal,1
MARION UNITED STATES PENITENTIARY,MARION UNITED STATES PENITENTIARY,Illinois,federal,1
PEKIN FEDERAL CORRECTIONAL INSTITUTION,PEKIN FEDERAL CORRECTIONAL INSTITUTION,Illinois,federal,1
THOMSON UNITED STATES PENITENTIARY,THOMSON UNITED STATES PENITENTIARY,Illinois,federal,1
BIG MUDDY RIVER,BIG MUDDY RIVER CORRECTIONAL CENTER,Illinois,state,0
CENTRALIA,CENTRALIA CORRECTIONAL CENTER,Illinois,state,0
CROSSROADS ATC,CROSSROADS ADULT TRANSITION CENTER,Illinois,state,0
DANVILLE,DANVILLE CORRECTIONAL CENTER,Illinois,state,0
DECATUR,DECATUR CORRECTIONAL CENTER,Illinois,state,0
DIXON CORRECTIONAL INSTITUTION,DIXON CORRECTIONAL INSTITUTION,Illinois,state,0
EAST MOLINE,EAST MOLINE CORRECTIONAL CENTER,Illinois,state,0
ELGIN TREATMENT CENTER,ELGIN TREATMENT CENTER,Illinois,state,0
FOX VALLEY ATC,FOX VALLEY ADULT TRANSITION CENTER,Illinois,state,0
GENERAL OFFICE,GENERAL OFFICE,Illinois,state,0
GRAHAM,GRAHAM CORRECTIONAL CENTER,Illinois,state,0
HILL,HILL CORRECTIONAL CENTER,Illinois,state,0
ILLINOIS RIVER,ILLINOIS RIVER CORRECTIONAL CENTER,Illinois,state,0
JACKSONVILLE,JACKSONVILLE CORRECTIONAL CENTER,Illinois,state,0
JOLIET TREATMENT CENTER,JOLIET TREATMENT CENTER,Illinois,state,0
KEWANEE LSRC,KEWANEE LIFE SKILLS REENTRY CENTER,Illinois,state,0
LAWRENCE,LAWRENCE CORRECTIONAL CENTER,Illinois,state,0
LINCOLN,LINCOLN CORRECTIONAL CENTER,Illinois,state,0
LOGAN,LOGAN CORRECTIONAL CENTER,Illinois,state,0
MENARD,MENARD CORRECTIONAL CENTER,Illinois,state,0
MURPHYSBORO,MURPHYSBORO CORRECTIONAL CENTER,Illinois,state,0
NORTH LAWNDALE ATC,NORTH LAWNDALE ADULT TRANSITION CENTER,Illinois,state,0
PAROLE,PAROLE,Illinois,state,0
PEORIA ATC,PEORIA ADULT TRANSITION CENTER,Illinois,state,0
PINCKNEYVILLE,PINCKNEYVILLE CORRECTIONAL CENTER,Illinois,state,0
PITTSFIELD WORK CAMP,PITTSFIELD WORK CAMP,Illinois,state,0
PONTIAC,PONTIAC CORRECTIONAL CENTER,Illinois,state,0
ROBINSON,ROBINSON CORRECTIONAL CENTER,Illinois,state,0
SHAWNEE,SHAWNEE CORRECTIONAL CENTER,Illinois,state,0
SHERIDAN,SHERIDAN CORRECTIONAL CENTER,Illinois,state,0
SOUTHWESTERN IL,SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER,Illinois,state,0
STATEVILLE,STATEVILLE CORRECTIONAL CENTER,Illinois,state,0
STATEVILLE NRC,STATEVILLE NORTHERN RECEPTION AND CLASSIFICATION CENTER,Illinois,state,0
TAYLORVILLE,TAYLORVILLE CORRECTIONAL CENTER,Illinois,state,0
VANDALIA,VANDALIA CORRECTIONAL CENTER,Illinois,state,0
VIENNA,VIENNA CORRECTIONAL CENTER,Illinois,state,0
WESTERN IL,WESTERN ILLINOIS CORRECTIONAL CENTER,Illinois,state,0
TERRE HAUTE FEDERAL CORRECTIONAL INSTITUTION,TERRE HAUTE FEDERAL CORRECTIONAL INSTITUTION,Indiana,federal,1
TERRE HAUTE UNITED STATES PENITENTIARY,TERRE HAUTE UNITED STATES PENITENTIARY,Indiana,federal,1
VOLUNEERS OF AMERICA INC RESIDENTIAL REENTRY CENTER INDIANAPOLIS,VOLUNEERS OF AMERICA INC RESIDENTIAL REENTRY CENTER INDIANAPOLIS,Indiana,federal,1
BRANCHVILLE BTC,BRANCHVILLE CORRECTIONAL FACILITY,Indiana,state,0
CHAIN OLAKES COL,CHAIN OLAKES CORRECTIONAL FACILITY,Indiana,state,0
CORRECTIONAL INDUSTRIAL CORRECTIONAL INSTITUTIONF,CORRECTIONAL INDUSTRIAL FACILITY,Indiana,state,0
EDINBURGH JCU,EDINBURGH CORRECTIONAL FACILITY,Indiana,state,0
HERITAGE TRAIL CORRECTIONAL FACILITY,HERITAGE TRAIL CORRECTIONAL FACILITY,Indiana,state,0
INDIANA STATE PRISON ISP,INDIANA STATE PRISON,Indiana,state,0
INDIANA WOMENS PRISON IWP,INDIANA WOMENS PRISON,Indiana,state,0
LAPORTE JUVENILE LPJ,LAPORTE JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
LOGANSPORT LJCF,LOGANSPORT JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
MADISON MCU,MADISON CORRECTIONAL FACILITY,Indiana,state,0
MIAMI MCF,MIAMI CORRECTIONAL FACILITY,Indiana,state,0
NEW CASTLE NCCF,NEW CASTLE CORRECTIONAL FACILITY,Indiana,state,0
PENDLETON ISR,PENDLETON CORRECTIONAL FACILITY,Indiana,state,0
PENDLETON JUVENILE PNJ,PENDLETON JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
PLAINFIELD IYC,PLAINFIELD CORRECTIONAL FACILITY,Indiana,state,0
PUTNAMVILLE ISF,PUTNAMVILLE CORRECTIONAL FACILITY,Indiana,state,0
RECEPTION DIAGNOSTIC RDC,RECEPTION AND DIAGNOSTIC CENTER,Indiana,state,0
ROCKVILLE RTC,ROCKVILLE CORRECTIONAL FACILITY,Indiana,state,0
SOUTH BEND SBWC,SOUTH BEND REENTRY CENTER,Indiana,state,0
WABASH VALLEY WVCF,WABASH VALLEY CORRECTIONAL FACILITY,Indiana,state,0
WESTVILLE WCC,WESTVILLE CORRECTIONAL FACILITY,Indiana,state,0
POLK COUNTY JAIL,POLK COUNTY JAIL,Iowa,county,0
ANAMOSA,ANAMOSA STATE PENITENTIARY,Iowa,state,0
CLARINDA,CLARINDA CORRECTIONAL FACILITY,Iowa,state,0
FORT DODGE,FORT DODGE CORRECTIONAL FACILITY,Iowa,state,0
ICIW,IOWA CORRECTIONAL INSTIUTION FOR WOMEN,Iowa,state,0
IMCC,IOWA MEDICAL AND CLASSIFICATION CENTER,Iowa,state,0
ISP,IOWA STATE PENITENTIARY,Iowa,state,0
MT PLEASANT,MT PLEASANT CORRECTIONAL FACILITY,Iowa,state,0
NEWTON,NEWTON CORRECTIONAL FACILITY,Iowa,state,0
NORTH CENTRAL,NORTH CENTRAL,Iowa,state,0
LEAVENWORTH UNITED STATES PENITENTIARY,LEAVENWORTH UNITED STATES PENITENTIARY,Kansas,federal,1
EL DORADO,EL DORADO CORRECTIONAL FACILITY,Kansas,state,0
ELLSWORTH,ELLSWORTH CORRECTIONAL FACILITY,Kansas,state,0
HUTCHINSON,HUTCHINSON CORRECTIONAL FACILITY,Kansas,state,0
KJCC,KANSAS JUVENILE CORRECTIONAL COMPLEX,Kansas,state,0
LANSING,LANSING CORRECTIONAL FACILITY,Kansas,state,0
LARNED,LARNED CORRECTIONAL FACILITY,Kansas,state,0
NORTON,NORTON CORRECTIONAL FACILITY,Kansas,state,0
OUT OF STATE,OUT OF STATE,Kansas,state,0
TOPEKA,TOPEKA CORRECTIONAL FACILITY,Kansas,state,0
WICHITA WORK RELEASE,WICHITA WORK RELEASE,Kansas,state,0
WINFIELD,WINFIELD CORRECTIONAL FACILITY,Kansas,state,0
ASHLAND FEDERAL CORRECTIONAL INSTITUTION,ASHLAND FEDERAL CORRECTIONAL INSTITUTION,Kentucky,federal,1
BIG SANDY UNITED STATES PENITENTIARY,BIG SANDY UNITED STATES PENITENTIARY,Kentucky,federal,1
DISMAS CHARITIES INC RESIDENTIAL REENTRY CENTER LEXINGTON,DISMAS CHARITIES INC RESIDENTIAL REENTRY CENTER LEXINGTON,Kentucky,federal,1
LEXINGTON FMC,LEXINGTON FEDERAL MEDICAL CENTER,Kentucky,federal,1
MANCHESTER FEDERAL CORRECTIONAL INSTITUTION,MANCHESTER FEDERAL CORRECTIONAL INSTITUTION,Kentucky,federal,1
MCCREARY UNITED STATES PENITENTIARY,MCCREARY UNITED STATES PENITENTIARY,Kentucky,federal,1
BELL COUNTY FORESTRY CAMP,BELL COUNTY FORESTRY CAMP,Kentucky,state,0
BLACKBURN CORRECTIONAL COMPLEX,BLACKBURN CORRECTIONAL COMPLEX,Kentucky,state,0
EASTERN KENTUCKY CORRECTIONAL COMPLEX,EASTERN KENTUCKY CORRECTIONAL COMPLEX,Kentucky,state,0
GREEN RIVER CORRECTIONAL COMPLEX,GREEN RIVER CORRECTIONAL COMPLEX,Kentucky,state,0
KENTUCKY CORRECTIONAL INSTITUTION FOR WOMEN,KENTUCKY CORRECTIONAL INSTITUTION FOR WOMEN,Kentucky,state,0
KENTUCKY STATE PENITENTIARY,KENTUCKY STATE PENITENTIARY,Kentucky,state,0
KENTUCKY STATE REFORMATORY,KENTUCKY STATE REFORMATORY,Kentucky,state,0
LEE ADJUSTMENT CENTER,LEE ADJUSTMENT CENTER,Kentucky,state,0
LITTLE SANDY CORRECTIONAL COMPLEX,LITTLE SANDY CORRECTIONAL COMPLEX,Kentucky,state,0
LUTHER LUCKETT CORRECTIONAL COMPLEX,LUTHER LUCKETT CORRECTIONAL COMPLEX,Kentucky,state,0
NORTHPOINT TRAINING CENTER,NORTHPOINT TRAINING CENTER,Kentucky,state,0
ROEDERER CORRECTIONAL COMPLEX,ROEDERER CORRECTIONAL COMPLEX,Kentucky,state,0
SOUTHEAST STATE CORRECTIONAL COMPLEX,SOUTHEAST STATE CORRECTIONAL COMPLEX,Kentucky,state,0
WESTERN KENTUCKY CORRECTIONAL COMPLEX,WESTERN KENTUCKY CORRECTIONAL COMPLEX,Kentucky,state,0
ORLEANS PARISH JAILS,ORLEANS PARISH JAILS,Louisiana,county,0
OAKDALE I FEDERAL CORRECTIONAL INSTITUTION,OAKDALE I FEDERAL CORRECTIONAL INSTITUTION,Louisiana,federal,1
OAKDALE II FEDERAL CORRECTIONAL INSTITUTION,OAKDALE II FEDERAL CORRECTIONAL INSTITUTION,Louisiana,federal,1
POLLOCK FEDERAL CORRECTIONAL INSTITUTION,POLLOCK FEDERAL CORRECTIONAL INSTITUTION,Louisiana,federal,1
POLLOCK UNITED STATES PENITENTIARY,POLLOCK UNITED STATES PENITENTIARY,Louisiana,federal,1
ALLEN CORRECTIONAL CENTER,ALLEN CORRECTIONAL CENTER,Louisiana,state,0
DAVID WADE CORRECTIONAL CENTER,DAVID WADE CORRECTIONAL CENTER,Louisiana,state,0
ELAYN HUNT CORRECTIONAL CENTER,ELAYN HUNT CORRECTIONAL CENTER,Louisiana,state,0
LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN HUNT,LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN HUNT,Louisiana,state,0
LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN JETSON,LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN JETSON,Louisiana,state,0
LOUISIANA STATE PENITENTIARY,LOUISIANA STATE PENITENTIARY,Louisiana,state,0
RAYBURN CORRECTIONAL CENTER,RAYBURN CORRECTIONAL CENTER,Louisiana,state,0
RAYMOND LABORDE CORRECTIONAL CENTER,RAYMOND LABORDE CORRECTIONAL CENTER,Louisiana,state,0
BCF,BOLDUC CORRECTIONAL FACILITY,Maine,state,0
MAINE CORRECTIONAL CENTER MCC,MAINE CORRECTIONAL CENTER MCC,Maine,state,0
MSP,MAINE STATE PRISON,Maine,state,0
MVCF,MOUNTAIN VIEW CORRECTIONAL FACILITY,Maine,state,0
STATEWIDE ADULT,STATEWIDE ADULT,Maine,state,0
STATEWIDE JUVENILE,STATEWIDE JUVENILE,Maine,state,0
WOMEN,MAINE CORRECTIONAL WOMENS CENTER,Maine,state,0
CUMBERLAND FEDERAL CORRECTIONAL INSTITUTION,CUMBERLAND FEDERAL CORRECTIONAL INSTITUTION,Maryland,federal,1
JESUP FEDERAL CORRECTIONAL INSTITUTION,JESUP FEDERAL CORRECTIONAL INSTITUTION,Maryland,federal,1
MID ATLANTIC RO,MID ATLANTIC REGIONAL OFFICE,Maryland,federal,1
VOLUNTEERS OF AMERICA INC BALTIMORE,VOLUNTEERS OF AMERICA INC BALTIMORE,Maryland,federal,1
BALTIMORE CENTRAL BOOKING INTAKE CENTER,BALTIMORE CENTRAL BOOKING INTAKE CENTER,Maryland,state,0
BCCC BALTIMORE CITY CORRECTIONAL CENTER,BALTIMORE CITY CORRECTIONAL CENTER,Maryland,state,0
CDF CHESAPEAKE DETENTION FACILITY,CHESAPEAKE DETENTION FACILITY,Maryland,state,0
CMCF CENTRAL MARYLAND CORRECTIONAL FACILITY,CENTRAL MARYLAND CORRECTIONAL FACILITY,Maryland,state,0
DRCF DORSEY RUN CORRECTIONAL FACILITY,DORSEY RUN CORRECTIONAL FACILITY,Maryland,state,0
ECI EASTERN CORRECTIONAL INSTITUTION,EASTERN CORRECTIONAL INSTITUTION,Maryland,state,0
EPRU EASTERN PRE RELEASE UNIT,EASTERN PRERELEASE UNIT,Maryland,state,0
JESSUP CORRECTIONAL INSTITUTION,JESSUP CORRECTIONAL INSTITUTION,Maryland,state,0
MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN,MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN,Maryland,state,0
MCI H MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN,MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN,Maryland,state,0
