"Facility.ID","PREA.Audit.Date","PREA.Report.Date","PREA.Staff.Population","PREA.Residents.Population","PREA.Capacity","PREA.Staff.Population.Type","PREA.Residents.Population.Type","PREA.Source"
1170,2020-01-15,2020-02-26,745,1765,1853,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20CYCLE%203%20%202020/SCI%20Greene%20Final%20PREA%20Audit%20Report%20dated%2002-26-2020.pdf"
1171,2017-10-17,2018-01-28,601,2489,2365,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Cycle%202%20%202017/SCI%20Houtzdale%20Final%20PREA%20Report%20dated%201-28-2018.pdf"
1172,2017-01-24,2017-03-14,659,2138,1804,"Contact","Current","https://www.cor.pa.gov/Initiatives/PrisonRapeEliminationAct(PREA)/2017%20PREA%20AUDIT%20REPORTS%20LIBRARY/SCI%20Huntingdon%20Final%20PREA%20Report%20dated%203-14-17.pdf"
1174,2020-01-23,2020-02-14,567,1433,1571,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20CYCLE%203%20%202020/SCI%20Laurel%20Highlands%20Final%20PREA%20Audit%20Report%20dated%2002-14-2020.pdf"
1179,2020-03-09,2020-04-14,459,1383,1516,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20CYCLE%203%20%202020/SCI%20Mercer%20Final%20PREA%20Audit%20Report%20dated%2004-14-2020.pdf"
1180,2019-06-07,2019-07-05,572,1436,1657,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Audit%20Cycle%202%202019/SCI%20Muncy%20Final%20PREA%20Report%20dated%2007-05-2019.pdf"
1185,2019-06-12,2019-08-04,1112,2973,3885,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Audit%20Cycle%202%202019/SCI%20Phoenix%20Final%20PREA%20Audit%20Report%20dated%2008-04-2019.pdf"
1186,2019-05-09,2019-07-06,470,1046,1329,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Audit%20Cycle%202%202019/SCI%20Pine%20Grove%20Final%20PREA%20Audit%20Report%20dated%2007-06-2019.pdf"
1187,2017-10-18,2017-11-30,213,440,606,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Cycle%202%20%202017/SCI%20Quehanna%20Boot%20Camp%20Final%20PREA%20Report%20dated%2011-30-17.pdf"
1189,2019-10-09,2019-11-07,660,2282,2283,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/Audit%20Cycle%203%20%202019/SCI%20Rockview%20Final%20PREA%20Audit%20Report%20dated%2011-07-2019.pdf"
1191,2017-01-26,2017-03-29,476,1322,1361,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Cycle%202%20%202017/SCI%20Smithfield%20Final%20PREA%20Report%20dated%203-29-17.pdf"
1192,2020-01-24,2020-02-14,564,2304,2223,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20CYCLE%203%20%202020/SCI%20Somerset%20Final%20PREA%20Audit%20Report%20dated%2002-14-2020.pdf"
1195,2019-11-20,2019-12-18,727,1450,1470,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/Audit%20Cycle%203%20%202019/SCI%20Waymart%20Final%20PREA%20Audit%20Report%20dated%2012-18-2019.pdf"
1198,2020-06-19,2020-07-28,108,87,313,"Contact","Current","http://www.doc.ri.gov/documents/PREA/RIDOC%20Women's%20Facility%20PREA%20Audit%20-%20Final%20Report%202020.pdf"
1199,2017-10-20,2017-12-01,180,390,767,"Assigned (Last 12 Months)","Current","http://www.wyattdetention.com/Content/Files/public/donald_wyatt_final_report6.pdf"
1200,2020-06-17,2020-07-24,301,658,1148,"Contact","Current","http://www.doc.ri.gov/documents/PREA/RIDOC%20Intake%20Center%20PREA%20Audit%20-%20Final%20Report%202020.pdf"
1201,2019-05-22,2019-06-27,223,925,1184,"Contact","Current","http://www.doc.ri.gov/documents/PREA/Moran%20Medium%20Audit%20Final%20Report.pdf"
1202,2019-05-24,2019-06-27,128,223,692,"Contact","Current","http://www.doc.ri.gov/documents/PREA/RIDOC%20Mminimum%20Audit%20Final%20Report.pdf"
1206,2020-02-07,2020-06-09,194,858,1102,"Contact","Current","http://doc.sc.gov/preaweb/prea_cy3_allendale.pdf"
1209,2020-07-15,2021-01-17,168,91,228,"Contact","Current","https://djj.sc.gov/sites/default/files/Documents/PREA%20PDFs/BRRC%202020%20Final%20PREA%20Report.pdf"
1210,2018-11-15,2020-11-25,136,655,916,"Contact","Current","http://www.doc.sc.gov/preaweb/prea_cy2_camille.pdf"
1213,2020-10-09,2020-11-20,155,1125,1382,"Contact","Current","http://doc.sc.gov/preaweb/prea_cy3_evans.pdf"
1214,2020-09-22,2020-10-26,80,292,548,"Contact","Current","http://www.doc.sc.gov/preaweb/prea_cy3_goodman.pdf"
1217,2018-07-20,2019-11-28,128,844,771,"Contact","Current","http://www.doc.sc.gov/preaweb/prea_cy2_leath.pdf"
1221,2020-10-06,2021-02-01,159,509,672,"Contact","Current","http://www.doc.sc.gov/preaweb/prea_cy3_macdougall.pdf"
1222,2020-08-27,2020-11-09,148,235,837,"Contact","Current","http://www.doc.sc.gov/preaweb/prea_cy3_manning.pdf"
1223,2020-07-23,2021-02-05,133,891,999,"Contact","Current","http://www.doc.sc.gov/preaweb/prea_cy3_mccormick.pdf"
1226,2020-08-25,2020-11-05,54,197,292,"Contact","Current","http://doc.sc.gov/preaweb/prea_cy3_palmer.pdf"
1231,2018-06-14,2019-09-16,210,999,1369,"Contact","Current","http://www.doc.sc.gov/preaweb/prea_cy2_turbeville.pdf"
1237,2018-04-12,2018-03-14,212,1867,2029,"Contact","Current","https://doc.sd.gov/documents/MikeDurfeeStatePrisonFINALPREAReport2018.pdf"
1241,2019-04-25,2019-05-09,395,1523,1888,"Contact","Current","https://doc.sd.gov/documents/PREAAuditReportSDSP2019.pdf"
1242,2017-08-24,2017-09-17,55,457,460,"Assigned (Last 12 Months)","Current","https://doc.sd.gov/documents/PREAFinalReportSouthDakotaWomensPrison2017.pdf"
1247,2019-05-08,2019-03-26,757,2395,2547,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREABledsoeCountyCorrectionalComplex.pdf"
1248,2020-07-07,2020-08-16,179,663,775,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREADebraJohnsonRehabilitationCenter.pdf"
1252,2020-06-04,2020-08-26,418,1849,2016,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREAHardemanCountyCorrectionalFacility.pdf"
1253,2020-07-08,2020-08-20,516,681,854,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREADeBerrySpecialNeedsFacility.pdf"
1254,2020-12-08,2021-03-10,186,149,454,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREAMarkLuttrellTransitionCenter.pdf"
1257,2018-02-23,2018-03-23,815,2074,2163,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREAMorganCountyCorrectionalComplex.pdf"
1258,2018-01-17,2018-03-09,499,1755,1880,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREANortheastCorrectionalComplex.pdf"
1259,2018-12-05,2019-05-10,491,2275,2460,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREANorthwestCorrectionalComplex.pdf"
1260,2020-07-10,2020-08-27,247,714,844,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREARiverbendMaximumSecurityInstitution.pdf"
1262,2019-06-27,2020-02-17,316,1678,1712,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREASouthCentralCorrectionalFacility.pdf"
1264,2017-12-15,2018-01-26,198,681,775,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREATennesseePrisonForWomen.pdf"
1265,2018-02-05,2018-03-12,367,2487,2672,"Assigned (Last 12 Months)","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREATrousdaleTurnerCorrectionalCenter.pdf"
1267,2020-12-09,2021-03-30,310,1568,1734,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREATurneyCenterIndustrialComplex.pdf"
1268,2019-04-24,2019-06-08,527,877,1082,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREAWestTennesseeStatePenitentiary.pdf"
1269,2020-06-04,2020-09-16,297,1484,1536,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREAWhitevilleCorrectionalFacility.pdf"
1270,2019-04-26,2019-06-11,248,981,1536,"Contact","Current","https://www.tn.gov/content/dam/tn/correction/documents/PREAWomensTherapeuticResidentialCenter.pdf"
1272,2018-04-20,2018-05-21,798,3694,3722,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Allred_Unit_2018-04-20.pdf"
1285,2021-01-14,2021-02-18,531,3149,3471,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Beto_Unit_2021_01_14.pdf"
1288,2019-06-16,2019-06-20,251,1332,1372,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Boyd_Unit_2019-06-16.pdf"
1289,2018-10-17,2018-12-01,271,1963,1980,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Bradshaw_State_Jail_2018-10-17.pdf"
1290,2018-04-18,2018-05-17,108,504,520,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Bridgeport_correctional_center_2018-05-17.pdf"
1291,2020-12-11,2021-01-22,238,1377,1384,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Cotulla_Briscoe_Units_2020-12-11.pdf"
1296,2019-11-22,2020-01-06,355,1061,1365,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Byrd_Unit_2019-11-22.pdf"
1299,2020-12-15,2021-01-13,214,345,469,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Young_Unit_2020-12-15.pdf"
1302,2019-02-08,2019-03-01,287,1174,1215,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Clemens_Unit_2019-02-08.pdf"
1303,2019-11-08,2019-12-30,755,3586,3796,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Clements_Unit_2019-11-08.pdf"
1304,2021-01-14,2021-02-15,639,4076,4139,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Coffield_Unit_2021-01-14.pdf"
1308,2021-01-28,2021-03-01,370,2004,2092,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Connally_Unit_2021-01-28.pdf"
1310,2020-12-11,2021-01-22,99,560,606,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Cotulla_Briscoe_Units_2020-12-11.pdf"
1311,2019-04-26,2019-05-18,625,1965,2115,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Crain_Unit_2019-04-26.pdf"
1314,2019-04-17,2019-05-07,182,1034,1040,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Dalhart_Unit_2019-04-17.pdf"
1317,2019-11-22,2020-01-06,355,1061,1365,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Byrd_Unit_2019-11-22.pdf"
1318,2018-03-23,2018-04-08,504,1761,1931,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Darrington_Unit_2018-03-23.pdf"
1320,2021-03-02,2021-04-10,52,506,518,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Diboll_PF_2021-03-02.pdf"
1325,2019-06-14,2019-07-29,367,2130,2276,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Dominguez_Unit_2019-06-14.pdf"
1326,2019-03-01,2019-03-10,143,486,510,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Duncan_Unit_2019-03-01.pdf"
1327,2020-12-04,2020-12-26,367,1588,2236,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/EastTexasTF_2020_12_04.pdf"
1328,2019-07-12,2019-08-21,541,2308,2474,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Eastham_Unit_2019-07-12.pdf"
1331,2018-12-07,2019-01-25,632,2319,2482,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Ellis_Unit_2018-12-07.pdf"
1333,2020-03-14,2020-04-28,872,3085,3360,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Estelle_2020-03-14.pdf"
1334,2021-03-05,2021-04-12,177,932,1040,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Estes_Unit_2021-03-05.pdf"
1337,2018-03-02,2018-04-11,552,2382,2421,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Ferguson_Unit_2018-03-02.pdf"
1338,2020-02-14,2020-09-21,248,955,1100,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Formby_Wheeler_Units_2020-02-14.pdf"
1340,2019-01-16,2019-03-02,110,582,606,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Ft_Stockton_Unit_2019-01-16.pdf"
1344,2019-03-29,2019-05-14,397,2368,2458,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Garza_East_Unit_2019-03-29.pdf"
1345,2019-03-26,2019-05-14,417,1829,2278,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Garza_West_Unit_2019-03-26.pdf"
1349,2020-12-18,2020-12-23,376,2035,2276,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Gist_Unit_2020_12_18.pdf"
1350,2020-02-07,2020-03-28,122,527,612,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Glossbrenner_2020-02-07.pdf"
1351,2020-12-30,2021-03-05,151,312,612,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Goodman_Unit_2020_12_30.pdf"
1352,2019-04-17,2019-05-18,323,925,1321,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Goree_Unit_2019-04-17.pdf"
1357,2018-03-09,2018-04-12,415,1947,2128,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Gurney_Unit_2018-03-09.pdf"
1358,2019-10-25,2019-12-10,127,553,612,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Halbert_Unit_2019-10-23.pdf"
1359,2018-08-17,2018-09-28,232,1026,1166,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Hamilton_2018-08-17.pdf"
1362,2018-07-13,2018-09-06,145,566,596,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Havins_Unit_2018-07-13.pdf"
1364,2019-05-24,2019-06-12,109,495,576,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Plane-Henley_Unit_2019-05-24.pdf"
1366,2019-05-10,2019-05-16,285,1274,1384,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Hightower_Unit_2019-05-10.pdf"
1367,2019-11-01,2019-12-20,232,435,553,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Mountainview-Hilltop_Units_2019-11-01.pdf"
1368,2018-05-30,2018-05-07,262,1312,1384,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Hobby-Marlin_Units_2018-03-30.pdf"
1369,2020-11-18,2020-12-31,274,840,989,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Skyview-Hodge_Unit_2020-11-18.pdf"
1370,2021-01-27,2021-05-20,404,1636,2120,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Holliday_Unit_2021-01-27.pdf"
1373,2018-10-24,2018-12-11,671,2837,2984,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Hughes_Unit_2018-10-24.pdf"
1374,2019-04-19,2019-05-15,432,1402,1705,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Huntsville_Unit_2019-04-19.pdf"
1375,2019-01-11,2019-02-23,402,2073,2276,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Hutchins_Unit_2019-01-11.pdf"
1378,2017-05-26,2017-06-25,109,305,328,"Assigned (Last 12 Months)","Current","https://www.tdcj.texas.gov/documents/prea_report/Jester_Complex_2017_05_26.pdf"
1379,2017-05-26,2017-06-25,261,1082,1131,"Assigned (Last 12 Months)","Current","https://www.tdcj.texas.gov/documents/prea_report/Jester_Complex_2017_05_26.pdf"
1382,2019-09-26,2019-11-03,154,531,612,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Johnston_Unit_2019-11-13.pdf"
1383,2021-01-21,2021-04-13,198,899,1008,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Jordan_Unit_2021-01-21.pdf"
1387,2019-10-11,2019-10-28,201,498,657,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Kegans_ISF_2019_10_11.pdf"
1390,2018-09-12,2018-12-01,94,516,520,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Kyle_Unit_2018-09-12.pdf"
1392,2020-12-22,2021-02-01,202,1115,1224,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/LeBlanc_Unit_2020_12_22.pdf"
1394,2018-05-11,2018-11-05,446,2172,2232,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Gib_Lewis_Unit_2018-05-11.pdf"
1398,2018-11-14,2018-12-21,151,963,1033,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Lindsey_State_Jail_2018-11-14.pdf"
1400,2019-06-19,2019-07-27,154,979,1000,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Lockhart_Correctional_Facility_2019-06-19.pdf"
1401,2021-01-22,2021-03-01,263,934,1100,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Lopez_Segovia_Complex_2021-01-22.pdf"
1403,2021-01-27,2021-05-07,290,1263,1316,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Luther_Unit_2021-01-27.pdf"
1404,2019-10-11,2019-11-18,369,1771,2276,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Lychner_Unit_2019_10_11.pdf"
1405,2019-01-18,2019-03-03,224,1404,1416,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Lynaugh_Unit_2019-01-18.pdf"
1406,2018-03-30,2018-05-07,112,578,606,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Hobby-Marlin_Units_2018-03-30.pdf"
1410,2019-10-04,2019-11-15,629,2881,2900,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/McConnell_Unit_2019-10-04.pdf"
1412,2019-06-07,2019-07-24,660,3211,3305,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Michael_Unit_2019-06-07.pdf"
1414,2018-11-09,2018-12-10,390,1856,2128,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Middleton_Unit_2018-11-09.pdf"
1416,2018-11-21,2019-01-04,544,920,950,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Montford_Unit_2018-11-21.pdf"
1420,2019-11-01,2019-12-20,264,569,645,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Mountainview-Hilltop_Units_2019-11-01.pdf"
1421,2018-10-26,2018-12-12,332,1306,1341,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Murray_Unit_2018-10-26.pdf"
1423,2018-11-28,2019-01-12,323,1452,1732,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Neal_Unit_2018-11-28.pdf"
1424,2017-09-22,2021-04-09,119,424,576,"Contact","Average (Last 12 Months)","https://www.tdcj.texas.gov/documents/prea_report/Torres-Ney_Complex_2017_09_22.pdf"
1431,2019-05-24,2019-06-12,367,2000,2276,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Plane-Henley_Unit_2019-05-24.pdf"
1432,2020-12-10,2021-03-01,575,2923,2984,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Polunsky_Unit_2020-12-10.pdf"
1434,2018-11-14,2018-12-24,245,1108,1137,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Powledge_Unit_2018-11-14.pdf"
1435,2020-11-25,2020-01-04,397,1691,1891,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Ramsey_Unit_2020-11-25.pdf"
1436,2020-11-20,2020-12-20,246,1219,1384,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Roach_Unit_2020-11-20.pdf"
1437,2019-06-28,2019-08-18,579,2965,2984,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Robertson_Unit_2019-07-28.pdf"
1439,2018-04-27,2018-06-03,116,420,612,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Rudd_Unit_2018-04-27.pdf"
1442,2018-05-25,2018-06-12,111,523,606,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/San_Saba_Unit_2018-05-25.pdf"
1443,2019-07-19,2019-09-02,284,984,1100,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Sanchez_Unit_2019-07-19.pdf"
1444,2021-02-12,2021-05-11,145,440,632,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Sayle_Unit_2021-02-12.pdf"
1445,2019-02-06,2019-02-26,280,1065,1130,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Wayne_Scott_Unit_2019-02-06.pdf"
1447,2021-01-22,2021-03-01,222,1118,1224,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Lopez_Segovia_Complex_2021-01-22.pdf"
1448,2020-11-18,2020-12-31,290,500,562,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Skyview-Hodge_Unit_2020-11-18.pdf"
1450,2020-12-02,2020-12-19,309,1486,2234,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Smith_Unit_2020-12-02.pdf"
1455,2018-12-14,2019-01-28,237,1362,1384,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Stevenson_Unit_2018-12-14.pdf"
1456,2021-01-08,2021-01-14,640,2544,2793,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Stiles_Unit_2021-01-08.pdf"
1457,2018-11-02,2018-11-14,296,1143,1212,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Stringfellow_Unit_2018-11-02.pdf"
1460,2021-01-14,2021-02-02,483,2783,2883,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Telford_Unit_2021-01-14.pdf"
1461,2020-12-17,2020-01-14,417,1501,1603,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Terrell_Unit_2020-12-17.pdf"
1467,2017-09-22,2021-04-09,276,1357,1384,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Torres-Ney_Complex_2017_09_22.pdf"
1469,2019-10-11,2019-11-18,240,993,1161,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Travis_State_Jail_2019-10-11.pdf"
1470,2018-11-30,2018-12-09,118,587,606,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Tulia_Unit_2018-11-30.pdf"
1477,2019-03-15,2019-05-14,215,1364,1448,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Wallace_Unit_2019-03-15.pdf"
1482,2020-02-14,2020-09-21,110,551,576,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Formby_Wheeler_Units_2020-02-14.pdf"
1485,2018-07-20,2018-08-08,188,1069,1069,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Willacy_County_SJ_2018-07-20.pdf"
1487,2017-08-25,2017-10-27,31,884,900,"Assigned (Last 12 Months)","Current","https://www.tdcj.texas.gov/documents/prea_report/Woodman_Unit_2017_08_25.pdf"
1488,2020-03-06,2020-04-03,577,2587,2621,"Contact","Current","https://www.tdcj.texas.gov/documents/prea_report/Wynne_2020-03-06.pdf"
1506,2020-02-26,2020-10-06,172,128,196,"Contact","Current","https://doc.vermont.gov/sites/correct/files/Chittenden%20Final%20Report.pdf"
1508,2019-01-25,2018-07-12,75,123,118,"Contact","Current","https://doc.vermont.gov/sites/correct/files/documents/prea/mvrcf-final-report.pdf"
1512,2018-01-30,2018-07-24,100,201,215,"Contact","Current","https://doc.vermont.gov/sites/correct/files/documents/prea/necc-final-report.pdf"
1513,2018-02-02,2018-07-27,202,407,433,"Contact","Current","https://doc.vermont.gov/sites/correct/files/documents/prea/noscf-final-report.pdf"
1514,2020-02-28,2020-10-06,142,219,247,"Contact","Current","https://doc.vermont.gov/sites/correct/files/NWSCF%20Final%20Report.pdf"
1522,2020-10-27,2020-11-02,55,103,106,"Contact","Current","https://www.vadoc.virginia.gov/media/1619/vadoc-prea-audit-report-appalachian-community-corrections-alternative-program-2020.pdf"
1523,2020-09-25,2020-11-08,320,1323,1380,"Contact","Current","https://www.vadoc.virginia.gov/media/1622/vadoc-prea-audit-report-augusta-2020.pdf"
1524,2018-05-24,2018-06-25,159,479,479,"Contact","Current","https://www.vadoc.virginia.gov/media/1226/vadoc-prea-audit-report-baskerville-2018.pdf"
1525,2020-09-17,2020-11-02,302,566,646,"Contact","Current","https://www.vadoc.virginia.gov/media/1618/vadoc-prea-audit-report-bland-2020.pdf"
1526,2017-06-14,2017-07-09,55,192,200,"Assigned (Last 12 Months)","Current","https://www.vadoc.virginia.gov/media/1230/vadoc-prea-audit-report-brunswick-2017.pdf"
1527,2020-10-08,2020-11-16,322,1101,1182,"Contact","Current","https://www.vadoc.virginia.gov/media/1625/vadoc-prea-audit-report-buckingham-2020.pdf"
1528,2020-10-08,2020-11-02,51,131,144,"Contact","Average (Last 12 Months)","https://vadoc.virginia.gov/media/1649/vadoc-prea-audit-report-caroline-2020.pdf"
1530,2021-04-06,2021-05-03,49,33,168,"Contact","Current","https://www.vadoc.virginia.gov/media/1674/vadoc-prea-audit-report-chesterfield-community-corrections-alternative-program-2021.pdf"
1531,2018-10-18,2018-11-12,294,1011,1022,"Contact","Current","https://www.vadoc.virginia.gov/media/1052/vadoc-prea-audit-report-coffeewood-2018.pdf"
1532,2018-04-03,2018-03-06,38,150,150,"Contact","Current","https://www.vadoc.virginia.gov/media/1239/vadoc-prea-audit-report-cold-springs-detention-2018.pdf"
1536,2020-12-16,2021-01-06,336,1051,1080,"Contact","Current","https://www.vadoc.virginia.gov/media/1644/vadoc-prea-audit-report-deerfield-2020.pdf"
1540,2020-09-23,2020-10-20,295,827,933,"Contact","Current","https://www.vadoc.virginia.gov/media/1615/vadoc-prea-audit-report-dillwyn-2020.pdf"
1541,2020-12-03,2020-12-22,455,957,1315,"Contact","Current","https://www.vadoc.virginia.gov/media/1639/vadoc-prea-audit-report-fluvanna-2020.pdf"
1543,2021-04-22,2021-05-03,267,852,1050,"Contact","Current","https://www.vadoc.virginia.gov/media/1673/vadoc-prea-audit-report-green-rock-2021.pdf"
1544,2020-10-01,2020-10-29,63,198,,"Contact","Current","https://www.vadoc.virginia.gov/media/1616/vadoc-prea-audit-report-greensville-work-center-2020.pdf"
1547,2018-05-16,2018-06-04,84,248,248,"Contact","Current","https://www.vadoc.virginia.gov/media/1252/vadoc-prea-audit-report-halifax-2018.pdf"
1548,2019-04-17,2019-05-05,45,117,126,"Contact","Current","https://vadoc.virginia.gov/media/1414/vadoc-prea-audit-report-harrisonburg-2019.pdf"
1549,2019-03-08,2019-03-11,313,934,825,"Contact","Current","https://www.vadoc.virginia.gov/media/1415/vadoc-prea-audit-report-haynesville-correctional-center-2019.pdf"
